band,species,year,beak length (mm),beak depth (mm)
21057,scandens,2012,12.9,8.1
21070,scandens,2012,13.9,9.3
21081,scandens,2012,13.4,9.6
21092,scandens,2012,13.0,8.5
21093,scandens,2012,12.7,8.2
21106,scandens,2012,12.1,8.0
21109,scandens,2012,14.0,9.5
21111,scandens,2012,14.9,9.7
21113,scandens,2012,13.9,9.9
21131,scandens,2012,12.9,9.1
21135,scandens,2012,14.6,9.5
21136,scandens,2012,14.0,9.8
21159,scandens,2012,13.0,8.4
21167,scandens,2012,12.7,8.3
21176,scandens,2012,14.0,9.6
21248,scandens,2012,14.1,9.4
21253,scandens,2012,14.1,10.0
21255,scandens,2012,13.0,8.9
21256,scandens,2012,13.5,9.1
21257,scandens,2012,13.4,9.8
21260,scandens,2012,13.9,9.3
21263,scandens,2012,13.1,9.9
21267,scandens,2012,12.9,8.9
21268,scandens,2012,14.0,8.5
21270,scandens,2012,14.0,10.6
21271,scandens,2012,14.1,9.3
21278,scandens,2012,14.7,8.9
21279,scandens,2012,13.4,8.9
21280,scandens,2012,13.8,9.7
21281,scandens,2012,13.4,9.8
21285,scandens,2012,13.8,10.5
21286,scandens,2012,12.4,8.4
21288,scandens,2012,14.1,10.0
21289,scandens,2012,12.9,9.0
21290,scandens,2012,13.9,8.7
21291,scandens,2012,14.3,8.8
21292,scandens,2012,13.2,8.4
21295,scandens,2012,14.2,9.3
21297,scandens,2012,13.0,9.8
21340,scandens,2012,14.6,8.9
21342,scandens,2012,13.1,9.8
21347,scandens,2012,15.2,9.1
